ID,EVALUATION_RATING,REPORTS_TO,FEEDBACK_COMMENT,SATISFACTION_INDEX
101154,3,100005,My bosses do not provide guidance about providing better service,3.5
101155,4.7,100001,My peers do not support our strategy,3.5
101156,4.9,100006,My peers  provide guidance about our strategy,3.3
101157,4.4,100011,My bosses do not listen to me on providing better service,3.8
101158,4.1,100003,My bosses  listen to me on our vision of the future,4.2
101159,3.5,100006,My peers  communicate about providing better service,4.9
101160,3.7,100012,My peers do not listen to me on providing better service,4.7
101161,4.2,100004,My bosses  provide guidance about generating revenue,4.4
101162,4.4,100007,My bosses  support providing better service,3.6
101163,3.4,100001,My peers do not provide guidance about our vision of the future,4.4
101164,3.6,100006,My bosses  support generating revenue,4.6
101165,4,100007,My bosses  provide guidance about our vision of the future,4.3
101166,3.4,100010,My peers  support our vision of the future,4.6
101167,3.6,100014,My bosses  listen to me on generating revenue,3
101168,4,100012,My peers do not listen to me on generating revenue,4.6
101169,3.1,100012,My bosses  listen to me on providing better service,4.1
101170,3.8,100012,My bosses  provide guidance about our vision of the future,4.2
101171,3.6,100006,My peers  support our vision of the future,4.2
101172,3.7,100003,My bosses do not communicate about our vision of the future,4.4
101173,3,100012,My bosses do not provide guidance about our strategy,4.1
101174,4.1,100001,My peers  provide guidance about our vision of the future,3
101175,4.9,100006,My peers do not support generating revenue,4.3
101176,3.2,100001,My bosses  listen to me on our vision of the future,4.8
101177,4.6,100004,My peers  communicate about generating revenue,3
101178,4.5,100013,My bosses do not communicate about our strategy,4.8
101179,3.1,100004,My peers  listen to me on providing better service,3.4
101180,3.1,100002,My peers  provide guidance about providing better service,3
101181,3.7,100005,My bosses do not listen to me on providing better service,4.3
101182,3.8,100009,My bosses do not communicate about providing better service,3
101183,3.4,100008,My peers do not support generating revenue,3.6
101184,4.1,100003,My peers  listen to me on our strategy,3
101185,3.3,100002,My peers  listen to me on our strategy,3.5
101186,4.4,100002,My peers  provide guidance about our strategy,4.2
101187,3.1,100013,My peers  communicate about our vision of the future,3.1
101188,3.3,100010,My bosses  communicate about our vision of the future,4.3
101189,3,100008,My peers do not communicate about our strategy,4.1
101190,3.4,100003,My peers  listen to me on our vision of the future,3.7
101191,3.3,100012,My peers  listen to me on generating revenue,3.3
101192,3.2,100010,My peers  provide guidance about generating revenue,4
101193,3.5,100011,My bosses  communicate about our vision of the future,3.6
101194,4.7,100009,My bosses do not support our strategy,3.9
101195,4.1,100002,My peers do not support our vision of the future,4.1
101196,3.8,100007,My peers  provide guidance about generating revenue,4.7
101197,4.8,100006,My bosses  listen to me on generating revenue,3
101198,4.2,100013,My bosses  communicate about our vision of the future,4.1
101199,4.7,100009,My bosses do not listen to me on our vision of the future,4.4
101200,4,100011,My bosses do not listen to me on generating revenue,3.8
101201,3.9,100004,My peers do not communicate about providing better service,4.4
101202,4.7,100001,My peers  listen to me on providing better service,3.4
101203,4.8,100013,My bosses do not provide guidance about providing better service,3.8
101204,3.4,100012,My peers do not listen to me on providing better service,3.8
101205,3.8,100007,My peers do not communicate about generating revenue,4.8
101206,3.7,100004,My peers do not support generating revenue,3.5
101207,4.5,100004,My bosses do not provide guidance about our vision of the future,3.6
101208,4.8,100004,My bosses  listen to me on our strategy,3.4
101209,3.5,100002,My peers  provide guidance about our strategy,4.4
101210,4.6,100003,My peers do not communicate about our vision of the future,4
101211,3.6,100012,My bosses do not support generating revenue,3.7
101212,4.2,100006,My peers do not communicate about our strategy,4.2
101213,4.4,100008,My bosses do not provide guidance about providing better service,4.2
101214,3.4,100002,My peers  support our strategy,4.7
101215,4,100011,My bosses do not support our strategy,3.1
101216,4.2,100007,My peers  provide guidance about our vision of the future,3.7
101217,3.3,100014,My peers  provide guidance about our strategy,3.7
101218,4.9,100006,My peers  provide guidance about our strategy,4.6
101219,3.5,100006,My peers  support our vision of the future,3.6
101220,3,100009,My bosses do not support providing better service,4.2
101221,3.9,100008,My peers do not support generating revenue,4.5
101222,3.4,100004,My peers  communicate about providing better service,3.8
101223,3.8,100002,My bosses  communicate about providing better service,4.9
101224,4.5,100008,My bosses do not communicate about our vision of the future,3.5
101225,4.4,100004,My bosses  communicate about our vision of the future,3.1
101226,3.3,100014,My peers do not communicate about generating revenue,4.9
101227,4.9,100002,My bosses  provide guidance about providing better service,3.4
101228,3.6,100012,My bosses  provide guidance about providing better service,3.7
101229,4.7,100001,My bosses do not communicate about generating revenue,3.7
101230,4,100013,My bosses do not support generating revenue,4.3
101231,4.4,100013,My bosses do not support our strategy,3.4
101232,4.6,100014,My peers do not support our strategy,4.2
101233,4.9,100004,My peers do not listen to me on our strategy,3.8
101234,4.7,100003,My peers do not provide guidance about providing better service,4.1
101235,3.6,100001,My bosses  listen to me on generating revenue,3.3
101236,4.5,100005,My peers do not support our vision of the future,4.4
101237,4.3,100009,My peers do not support our strategy,3.9
101238,4.4,100011,My peers  support generating revenue,4.2
101239,4.7,100011,My peers  support providing better service,4.1
101240,4.8,100010,My peers  support providing better service,3.6
101241,4.2,100012,My bosses do not support our vision of the future,4.6
101242,3.6,100007,My peers  provide guidance about generating revenue,3.7
101243,3,100012,My bosses do not support our vision of the future,3.9
101244,3.5,100010,My peers do not support generating revenue,4.2
101245,3,100008,My peers do not communicate about generating revenue,4.8
101246,4.9,100008,My bosses  provide guidance about providing better service,3.8
101247,3,100006,My peers do not listen to me on our strategy,4.2
101248,4.9,100009,My bosses  provide guidance about providing better service,4.5
101249,3.6,100013,My peers  listen to me on providing better service,3.9
101250,3.6,100005,My peers  support our vision of the future,3.9
101251,4.9,100002,My peers  provide guidance about providing better service,3.9
101252,3.2,100009,My peers  communicate about our strategy,3.4
101253,3.2,100014,My peers  provide guidance about our vision of the future,3.6
101254,3.9,100009,My bosses do not communicate about generating revenue,3.5
101255,4.1,100003,My peers  support generating revenue,4
101256,3.4,100012,My bosses do not communicate about providing better service,4.9
101257,3,100001,My peers  support our strategy,4.5
101258,4.6,100003,My peers do not support our vision of the future,3
101259,3.3,100001,My bosses do not listen to me on our vision of the future,3.4
101260,3.4,100006,My peers do not provide guidance about providing better service,3.8
101261,3.8,100012,My bosses do not communicate about providing better service,4.7
101262,3.3,100013,My peers  provide guidance about providing better service,4.3
101263,3.7,100001,My peers  support our strategy,4.6
101264,4.4,100004,My bosses do not communicate about providing better service,3.2
101265,4.3,100006,My bosses do not provide guidance about our strategy,4.3
101266,3.8,100005,My peers  provide guidance about our vision of the future,3.2
101267,4.6,100006,My peers do not communicate about our strategy,3
101268,3.1,100012,My peers do not provide guidance about our vision of the future,3.1
101269,4.6,100010,My peers  listen to me on our strategy,3.4
101270,4.9,100009,My bosses  listen to me on providing better service,4.3
101271,4.8,100005,My bosses do not support our vision of the future,4.5
101272,3.8,100002,My peers do not provide guidance about providing better service,4.6
101273,3.4,100013,My peers do not communicate about our vision of the future,4
101274,4,100001,My peers do not listen to me on providing better service,4.8
101275,3.5,100006,My bosses do not listen to me on providing better service,3.6
101276,4.2,100012,My peers do not listen to me on providing better service,4.5
101277,4.2,100003,My peers do not listen to me on generating revenue,4.4
101278,3.5,100004,My bosses do not support our strategy,4.3
101279,3.8,100012,My peers do not communicate about our vision of the future,4.9
101280,4.1,100001,My bosses do not provide guidance about our vision of the future,4.1
101281,3.3,100005,My peers  provide guidance about our vision of the future,4.3
101282,4.7,100007,My peers do not communicate about generating revenue,4.5
